element,position,multiplier,is_captain,is_vice_captain
376,1,1,False,False
229,2,1,False,False
122,3,1,False,False
234,4,1,False,False
144,5,1,False,False
365,6,1,False,False
266,7,1,False,False
251,8,2,True,False
307,9,1,False,False
450,10,1,False,False
40,11,1,False,False
69,12,0,False,False
56,13,0,False,False
233,14,0,False,True
491,15,0,False,False
