element,position,multiplier,is_captain,is_vice_captain
257,1,1,False,False
67,2,1,False,False
361,3,1,False,False
162,4,1,False,False
256,5,1,False,False
154,6,2,True,False
701,7,1,False,False
144,8,1,False,False
22,9,1,False,False
20,10,1,False,False
357,11,1,False,True
69,12,0,False,False
234,13,0,False,False
420,14,0,False,False
111,15,0,False,False
