element,position,multiplier,is_captain,is_vice_captain
257,1,1,False,False
142,2,1,False,True
256,3,1,False,False
218,4,1,False,False
578,5,1,False,False
212,6,1,False,False
701,7,1,False,False
265,8,1,False,False
277,9,2,True,False
307,10,1,False,False
213,11,1,False,False
69,12,1,False,False
342,13,1,False,False
345,14,1,False,False
234,15,1,False,False
