element,position,multiplier,is_captain,is_vice_captain
257,1,1,False,False
256,2,1,False,False
234,3,1,False,False
342,4,1,False,False
142,5,1,False,True
218,6,1,False,False
251,7,2,True,False
359,8,1,False,False
701,9,1,False,False
212,10,1,False,False
307,11,1,False,False
69,12,0,False,False
213,13,0,False,False
578,14,0,False,False
577,15,0,False,False
