id,assists,bonus,bps,clean_sheets,creativity,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,threat,total_points,yellow_cards
1,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
2,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
3,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
4,0,0,1,0,10.3,4,0,3.0,False,2.4,90,0,0,0,0,0,17.0,2,0
5,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
6,0,0,6,0,24.3,2,0,3.3,False,8.2,66,0,0,0,0,0,0.0,2,0
7,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
8,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
9,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
10,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
11,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
12,0,0,3,0,0.5,0,0,0.1,False,0.6,6,0,0,0,0,0,0.0,1,0
13,0,0,5,0,0.7,2,0,0.4,False,3.0,37,0,0,0,0,0,0.0,1,0
14,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
15,0,0,17,0,2.0,4,0,2.5,False,16.2,83,0,0,0,0,0,7.0,2,0
16,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
17,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
18,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
19,0,0,4,0,22.2,3,0,3.6,False,9.8,70,0,0,0,0,0,4.0,2,0
20,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
21,0,0,5,0,6.1,4,0,1.0,False,4.2,90,0,0,0,0,0,0.0,2,0
22,0,0,0,0,8.8,4,0,5.0,False,2.8,90,0,0,0,0,0,38.0,2,0
23,0,0,14,0,0.4,4,0,2.6,False,25.8,90,0,0,0,0,0,0.0,0,0
