id,assists,bonus,bps,clean_sheets,creativity,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,threat,total_points,yellow_cards
1,0,0,11,0,0.0,2,0,1.2,False,11.8,90,0,0,0,0,1,0.0,1,0
2,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
3,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
4,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
5,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
6,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
7,0,0,13,0,24.7,2,0,4.5,False,15.2,90,0,0,0,0,0,5.0,2,0
8,0,0,14,0,1.3,2,0,2.5,False,16.6,90,0,0,0,0,0,7.0,1,0
9,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
10,0,0,14,0,16.8,2,0,4.2,False,13.2,80,0,0,0,0,0,12.0,1,0
11,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
12,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
13,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
14,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
15,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
16,0,0,17,0,87.0,2,0,15.5,False,26.8,90,0,0,0,0,0,41.0,1,0
17,0,0,9,0,43.9,2,0,10.3,False,7.6,90,0,0,0,0,0,51.0,2,0
18,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
19,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
20,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
21,0,0,13,0,35.3,2,0,7.3,False,13.0,90,0,0,0,0,0,25.0,2,0
22,0,0,4,0,12.3,1,0,3.1,False,6.6,31,0,0,0,0,0,12.0,1,0
