id,assists,bonus,bps,clean_sheets,creativity,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,threat,total_points,yellow_cards
1,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
2,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
3,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
4,0,1,28,0,3.3,1,1,11.7,False,38.8,90,0,0,0,0,0,75.0,7,0
5,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
6,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
7,0,0,15,0,2.2,1,0,1.1,False,9.0,81,0,0,0,0,0,0.0,2,0
8,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
9,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
10,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
11,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
12,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
13,0,0,2,0,0.3,0,0,0.0,False,0.0,3,0,0,0,0,0,0.0,1,0
14,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
15,0,0,8,0,22.6,1,0,5.1,False,20.4,90,0,0,0,0,0,8.0,2,0
16,0,0,18,0,11.3,1,0,2.9,False,16.2,90,0,0,0,0,0,1.0,2,0
17,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
18,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
19,0,0,7,0,12.5,1,0,5.7,False,14.0,82,0,0,0,0,0,30.0,2,0
20,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0
21,1,2,36,0,25.7,1,1,10.1,True,54.4,87,0,0,0,0,0,21.0,12,0
22,1,3,46,0,35.1,1,1,13.1,True,64.2,86,0,0,0,0,0,32.0,13,0
23,0,0,14,0,10.8,1,0,3.4,False,17.6,90,0,0,0,0,0,6.0,2,0
