element,position,multiplier,is_captain,is_vice_captain
559,1,1,False,False
122,2,1,False,False
237,3,1,False,True
256,4,1,False,False
142,5,1,False,False
261,6,1,False,False
233,7,2,True,False
138,8,1,False,False
240,9,1,False,False
468,10,1,False,False
413,11,1,False,False
376,12,0,False,False
196,13,0,False,False
491,14,0,False,False
307,15,0,False,False
