element,position,multiplier,is_captain,is_vice_captain
559,1,1,False,False
237,2,1,False,False
142,3,1,False,False
510,4,1,False,False
196,5,1,False,False
233,6,2,True,False
240,7,1,False,False
265,8,1,False,True
70,9,1,False,False
296,10,1,False,False
413,11,1,False,False
376,12,0,False,False
256,13,0,False,False
370,14,0,False,False
468,15,0,False,False
