assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
3,4,138,0,0,2,81183,None,,0,0,-3,3,77.5,316,48,None,,0,4,0.0,0.0,0,Matej,0.0,7,2,48.4,312,46,111,False,172.4,336,43,665,Knee injury - Unknown return date,2022-05-07T21:30:11.875421Z,52,0,0,None,0,,81183.jpg,2.1,0,0,Vydra,0.5,False,None,i,5,90,239.0,182,48,46,119873,0,155530,0,0.0,8.8,Vydra,1
0,12,683,100,100,9,98747,None,,0,0,-2,2,20.0,409,7,None,,2,1,3.9,2.8,2,Nick,3.3,47,0,92.4,185,5,112,False,902.8,12,6,3240,,2021-12-30T23:30:12.606831Z,53,0,0,None,0,,98747.jpg,3.6,0,120,Pope,3.5,False,None,a,5,90,0.0,714,78,130,462033,0,487758,0,0.6,24.5,Pope,1
3,8,454,100,100,5,103914,None,,0,0,-1,1,341.8,119,22,None,,2,2,2.7,1.2,1,Charlie,1.7,48,0,95.9,174,45,113,False,565.0,102,39,2730,,2022-01-10T12:30:20.677612Z,44,0,0,None,0,,103914.jpg,2.5,0,0,Taylor,0.7,False,None,a,5,90,52.0,356,125,78,112893,0,105200,0,0.4,17.7,Taylor,3
0,0,0,None,None,0,168399,None,,0,0,-2,2,0.0,593,59,None,,0,1,-0.5,-0.5,0,Will,0.0,0,0,0.0,606,76,114,False,0.0,601,76,0,,None,43,0,0,None,0,,168399.jpg,0.0,0,0,Norris,0.1,False,None,a,5,90,0.0,565,46,0,5904,0,10983,0,0.0,0.0,Norris,0
3,8,428,100,100,7,172782,2,,0,0,-2,2,572.5,46,33,2,,3,3,3.1,1.5,2,Josh,2.0,45,2,142.5,73,47,115,False,573.4,96,34,2952,,2021-12-30T23:30:12.623945Z,43,0,0,None,0,,172782.jpg,2.6,0,0,Brownhill,3.6,False,None,a,5,90,277.0,166,93,92,878097,0,887431,0,0.5,21.4,Brownhill,10
0,0,0,0,0,0,217401,None,,0,0,0,0,0.0,634,249,None,,0,3,0.0,0.0,0,Josh,0.0,0,0,0.0,640,248,116,False,0.0,637,246,0,Transferred to Barnsley,2021-07-31T16:20:53.282166Z,45,0,0,None,0,,217401.jpg,0.0,0,0,Benson,0.0,False,None,u,5,90,0.0,619,247,0,0,0,231,0,0.0,0.0,Benson,0
0,0,0,0,0,0,220037,None,,0,0,0,0,0.0,635,72,None,,0,1,0.0,0.0,0,Bailey,0.0,0,0,0.0,641,80,117,False,0.0,638,80,0,Joined Sheffield Wednesday on a season-long loan,2021-07-27T22:30:10.385580Z,45,0,0,None,0,,220037.jpg,0.0,0,0,Peacock-Farrell,0.0,False,None,u,5,90,0.0,621,64,0,0,0,433,0,0.0,0.0,Peacock-Farrell,0
1,1,440,100,100,9,433154,4,,0,0,-5,5,754.3,17,13,4,,0,3,1.7,1.5,2,Dwight,2.0,49,0,182.9,40,27,118,False,565.2,101,36,3104,,2022-01-10T12:30:20.695295Z,55,0,0,None,0,,433154.jpg,2.2,0,0,McNeil,0.2,False,None,a,5,90,505.0,78,43,84,72988,0,80783,0,0.4,15.3,McNeil,1
0,1,272,100,100,5,432830,None,,0,0,-2,2,78.2,313,99,None,,1,2,1.9,1.2,1,Nathan,1.7,26,2,77.0,223,64,451,False,436.0,154,62,1670,,2022-03-13T01:00:21.096866Z,43,0,0,None,0,,432830.jpg,2.9,1,0,Collins,0.5,False,None,a,5,90,254.0,176,31,55,59805,0,26865,0,0.4,12.8,Collins,2
0,0,37,100,100,0,20066,None,,0,0,0,0,30.0,387,2,None,,0,1,-0.5,-0.5,0,Wayne,0.0,6,0,9.3,436,28,480,False,62.8,417,31,180,,2021-10-28T12:30:12.207343Z,45,0,0,None,0,,20066.jpg,2.0,0,8,Hennessey,0.3,False,None,a,5,90,0.0,594,55,4,23008,0,24698,0,0.0,0.9,Hennessey,0
0,0,0,None,None,0,461096,None,,0,0,-1,1,0.0,606,70,None,,0,4,-0.5,-0.5,0,Lewis,0.0,0,0,0.0,616,69,533,False,0.0,612,67,0,,None,44,0,0,None,0,,461096.jpg,0.0,0,0,Richardson,4.4,False,None,a,5,90,0.0,585,66,0,755020,0,415915,0,0.0,0.0,Richardson,0
0,0,0,None,None,0,461102,None,,0,0,-1,1,0.0,519,192,None,,0,2,-0.5,-0.5,0,Bobby,0.0,0,0,0.0,541,193,534,False,0.0,536,193,0,,None,39,0,0,None,0,,461102.jpg,0.0,0,0,Thomas,0.3,False,None,a,5,90,0.0,486,185,0,33475,0,28735,0,0.0,0.0,Thomas,0
0,0,0,None,None,0,461567,None,,0,0,-1,1,0.0,520,193,None,,0,2,-0.5,-0.5,0,Owen,0.0,0,0,0.0,542,194,565,False,0.0,537,194,0,,None,39,0,0,None,0,,461567.jpg,0.0,0,0,Dodgson,0.1,False,None,a,5,90,0.0,487,186,0,12288,0,11180,0,0.0,0.0,Dodgson,0
1,1,172,100,100,4,17349,None,,0,0,-4,4,137.3,253,145,None,,0,3,0.9,0.5,1,Aaron,1.0,25,2,54.3,293,131,575,False,190.8,319,131,1541,,2021-11-04T14:00:15.979548Z,46,0,0,None,0,,17349.jpg,2.1,0,0,Lennon,0.1,False,None,a,5,90,218.0,198,107,60,30463,0,25258,0,0.2,13.0,Lennon,2
2,9,242,100,100,5,149519,1,,0,0,-2,2,260.4,163,102,1,,2,3,2.1,4.8,9,Maxwel,5.3,24,9,131.5,90,54,578,False,434.6,156,59,1764,,2022-04-25T07:30:12.870022Z,58,0,1,2,0,,149519.jpg,4.0,0,0,Cornet,0.8,False,None,a,5,90,620.0,55,33,104,620482,0,569245,0,0.9,17.9,Cornet,2
1,6,313,100,100,6,192290,None,,0,0,-1,1,196.3,202,51,None,,3,2,1.9,0.8,1,Connor,1.3,23,1,59.8,270,90,585,False,302.0,244,93,1689,,2021-12-10T14:30:14.118965Z,44,0,0,None,0,,192290.jpg,3.3,0,0,Roberts,0.6,False,None,a,5,90,100.0,305,96,69,132337,0,80732,0,0.3,15.7,Roberts,2
3,6,134,100,100,6,120202,None,,0,0,-3,3,191.6,205,30,None,,1,4,1.5,0.5,1,Wout,1.0,20,2,76.1,230,41,700,False,203.0,309,39,1448,,2022-02-13T22:00:17.195834Z,62,0,0,4,0,,120202.jpg,2.8,0,0,Weghorst,4.0,False,None,a,5,90,371.0,123,42,55,1392668,0,1025088,0,0.2,8.9,Weghorst,3
0,0,0,None,None,0,514229,None,,0,0,0,0,0.0,578,50,None,,0,1,-0.5,-0.5,0,Sam,0.0,0,0,0.0,594,70,708,False,0.0,589,70,0,,None,40,0,0,None,0,,514229.jpg,0.0,0,0,Waller,0.0,False,None,a,5,90,0.0,546,35,0,3525,0,2433,0,0.0,0.0,Waller,0
0,0,0,None,None,0,530873,None,,0,0,0,0,0.0,691,288,None,,0,3,-0.5,-0.5,0,Dara,0.0,0,0,0.0,694,287,726,False,0.0,694,287,0,,None,45,0,0,None,0,,530873.jpg,0.0,0,0,Costelloe,0.0,False,None,a,5,90,0.0,679,288,0,251,0,157,0,0.0,0.0,Costelloe,0
0,0,0,None,None,0,461080,None,,0,0,0,0,0.0,664,81,None,,0,4,0.6,-0.5,0,Joseph,0.0,0,0,0.0,669,80,735,False,0.0,667,79,0,,None,45,0,0,None,0,,461080.jpg,0.0,0,0,McGlynn,0.0,False,None,a,5,90,0.0,652,79,0,1552,0,155,0,0.0,0.0,McGlynn,0
0,0,0,None,None,0,465299,None,,0,0,0,0,0.0,673,273,None,,0,3,0.8,-0.5,0,Anthony,0.0,0,0,0.0,676,271,736,False,0.0,675,270,0,,None,45,0,0,None,0,,465299.jpg,0.0,0,0,Mancini,0.0,False,None,a,5,90,0.0,659,271,0,65,0,12,0,0.0,0.0,Mancini,0
3,2,453,100,100,7,41328,None,,0,0,-4,4,310.0,134,29,None,,1,2,3.0,2.3,2,César,1.3,23,1,100.0,160,40,119,False,476.4,134,51,2067,,2022-02-27T23:00:19.122681Z,56,0,0,None,0,,41328.jpg,3.2,0,0,Azpilicueta,3.3,False,None,a,6,8,212.0,202,45,87,905299,0,1022389,0,0.2,15.5,Azpilicueta,3
0,0,0,0,0,0,44346,None,,0,0,0,0,0.0,734,97,None,,0,4,0.0,0.0,0,Olivier,0.0,0,0,0.0,734,97,120,False,0.0,734,97,0,Transferred to AC Milan,2021-07-18T11:00:04.218580Z,65,0,0,None,0,,44346.jpg,0.0,0,0,Giroud,0.0,False,None,u,6,8,0.0,734,97,0,0,0,1156,0,0.0,0.0,Giroud,0
1,14,667,100,100,11,51090,None,,0,0,1,-1,133.9,256,72,None,,2,2,3.3,2.3,2,Thiago,1.3,28,3,119.4,112,22,121,False,829.4,16,3,2649,,2022-01-06T12:00:15.777057Z,56,0,0,None,0,,51090.jpg,4.1,0,0,Emiliano da Silva,7.9,False,None,a,6,8,229.0,189,39,130,1344324,0,1023523,0,0.2,23.2,Thiago Silva,2
5,14,528,100,100,9,82263,3,,0,0,2,-2,677.3,25,7,1,,5,2,7.0,6.0,0,Marcos,5.0,22,4,180.6,43,4,122,False,560.2,105,40,2164,,2022-03-05T23:30:14.957642Z,57,0,0,None,0,,82263.jpg,4.6,0,0,Alonso,15.3,False,None,a,6,8,566.0,66,2,128,4009140,0,3196283,0,0.9,22.5,Alonso,8
2,11,519,100,100,12,85955,None,,0,0,-3,3,429.3,87,63,None,,3,3,2.3,2.3,0,Jorge Luiz,1.3,16,6,125.1,102,62,123,False,605.8,78,30,2271,,2022-05-01T22:00:11.609198Z,57,0,1,1,0,,85955.jpg,3.7,0,0,Frello Filho,3.9,False,None,a,6,8,214.0,201,109,106,910993,0,1070231,0,0.2,18.6,Jorginho,5
0,1,43,100,100,1,88894,None,,0,0,-3,3,117.7,274,153,None,,0,3,1.0,3.3,7,Ross,2.3,2,1,26.7,380,171,124,False,61.4,419,180,174,,2022-04-27T14:00:17.916186Z,52,0,0,None,0,,88894.jpg,2.3,0,0,Barkley,0.1,False,None,a,6,8,87.0,318,162,14,6042,0,13311,0,0.4,2.7,Barkley,0
5,7,348,100,50,8,91651,None,,0,0,-1,1,407.4,96,70,None,,1,3,0.8,0.7,0,Mateo,0.3,11,2,101.5,153,86,125,False,409.6,174,65,1552,,2022-05-19T21:30:12.050466Z,49,0,0,None,0,,91651.jpg,3.0,0,0,Kovacic,1.7,False,None,a,6,8,198.0,214,116,76,1219878,0,1188368,0,0.1,15.5,Kovacic,4
0,0,0,0,0,0,94245,None,,0,0,0,0,0.0,722,94,None,,0,4,0.0,0.0,0,Michy,0.0,0,0,0.0,725,94,126,False,0.0,725,94,0,Joined Besiktas on a season-long loan - Expected back 01 Jul,2021-08-18T17:00:13.253920Z,55,0,0,None,0,,94245.jpg,0.0,0,0,Batshuayi,0.0,False,None,u,6,8,0.0,721,94,0,1384,0,14289,0,0.0,0.0,Batshuayi,0
3,10,661,100,100,15,102380,None,,0,0,6,-6,262.6,162,37,None,,3,2,2.7,6.3,9,Antonio,5.3,27,3,135.5,81,11,127,False,608.8,76,26,3035,,2022-04-20T23:00:19.791678Z,61,0,0,None,0,,102380.jpg,4.4,0,0,Rüdiger,18.8,False,None,a,6,8,484.0,85,6,150,4451212,0,3653421,0,0.9,24.6,Rüdiger,9
0,1,89,None,None,2,109745,None,,0,0,-5,5,0.0,620,70,None,,0,1,1.0,1.0,0,Kepa,0.0,2,0,9.6,433,27,129,False,95.6,391,27,360,,None,45,0,0,None,0,,109745.jpg,4.8,0,11,Arrizabalaga,0.3,False,None,a,6,8,0.0,604,61,19,66332,0,74017,0,0.0,4.2,Arrizabalaga,0
5,2,377,100,100,9,116594,None,,0,0,-1,1,414.3,93,67,None,,0,3,2.0,2.0,2,N'Golo,1.0,19,2,109.3,136,81,130,False,455.6,149,58,1769,,2022-05-01T21:30:17.514557Z,49,0,0,None,0,,116594.jpg,3.0,0,0,Kanté,2.4,False,None,a,6,8,223.0,191,103,79,427754,0,637223,0,0.2,16.1,Kanté,2
3,9,281,100,100,7,124183,2,,0,0,-2,2,458.6,78,58,4,,1,3,2.3,3.7,2,Hakim,2.7,12,4,132.6,87,52,131,False,365.2,201,75,1311,,2022-04-08T15:30:11.867337Z,73,0,0,4,0,,124183.jpg,3.4,0,0,Ziyech,0.8,False,None,a,6,8,504.0,79,44,79,259632,0,257610,0,0.4,10.8,Ziyech,3
3,1,251,100,100,5,126187,None,,0,0,-1,1,291.1,140,91,None,,0,3,3.0,2.3,0,Ruben,1.3,21,0,79.2,220,110,132,False,282.8,256,106,1384,,2021-12-17T14:00:13.292336Z,54,0,0,None,0,,126187.jpg,2.2,0,0,Loftus-Cheek,0.2,False,None,a,6,8,218.0,199,108,52,41936,0,39284,0,0.2,9.6,Loftus-Cheek,1
0,3,343,100,25,9,135363,None,,0,0,-4,4,103.4,287,85,None,,0,2,0.5,0.8,0,Andreas,2.0,11,0,42.0,326,114,133,False,296.4,249,95,1494,,2022-05-14T22:30:11.741514Z,46,0,0,None,0,,135363.jpg,3.6,0,0,Christensen,1.4,False,None,a,6,8,20.0,402,150,69,576277,0,592957,0,0.4,15.0,Christensen,2
2,5,175,100,50,5,165153,None,,0,0,-5,5,153.1,237,38,None,,1,4,1.1,0.5,0,Timo,0.0,17,4,112.7,126,27,134,False,207.6,307,38,1278,,2022-05-14T22:30:11.755757Z,85,0,0,None,0,,165153.jpg,3.0,0,0,Werner,2.3,False,None,a,6,8,773.0,38,14,62,614163,0,829893,0,0.0,7.3,Werner,1
1,5,161,100,0,4,172850,5,,0,0,-4,4,161.1,233,61,None,,2,2,0.0,0.0,1,Benjamin,0.3,2,3,54.0,294,100,135,False,175.8,334,133,541,,2021-11-23T23:30:11.606654Z,56,0,0,None,0,,172850.jpg,7.9,0,0,Chilwell,3.0,False,None,a,6,8,202.0,210,50,55,1606235,0,2373769,0,0.1,9.8,Chilwell,0
0,0,0,0,0,0,173879,None,,0,0,0,0,0.0,735,98,None,,0,4,0.0,0.0,0,Tammy,0.0,0,0,0.0,735,98,136,False,0.0,735,98,0,Joined AS Roma on 17 August,2021-08-17T11:30:11.736405Z,65,0,0,None,0,,173879.jpg,0.0,0,0,Abraham,0.1,False,None,u,6,8,0.0,735,98,0,2438,0,42364,0,0.0,0.0,Abraham,0
2,2,206,100,100,6,176413,None,,0,0,-1,1,223.9,187,114,None,,0,3,4.8,4.3,0,Christian,3.3,10,6,97.5,167,93,137,False,317.6,235,96,1282,,2022-04-01T13:30:14.134056Z,79,0,0,None,0,,176413.jpg,3.5,0,0,Pulisic,0.7,False,None,a,6,8,434.0,104,57,77,152141,0,232464,0,0.4,9.7,Pulisic,2
11,16,597,100,100,11,184341,1,,0,0,2,-2,944.9,9,8,2,,5,3,4.2,6.0,2,Mason,5.0,25,11,276.3,9,7,138,False,823.8,18,7,2358,,2022-02-13T11:00:11.871030Z,77,0,0,2,0,,184341.jpg,5.3,0,0,Mount,21.9,False,None,a,6,8,995.0,19,11,169,5186908,0,4986661,0,0.6,21.9,Mount,4
0,0,0,0,0,0,199598,None,,0,0,0,0,0.0,627,239,None,,0,2,0.0,0.0,0,Ethan,0.0,0,0,0.0,633,239,139,False,0.0,630,240,0,Joined Venezia on a season-long loan - Expected back 01 Jul,2021-08-31T18:00:09.815232Z,45,0,0,None,0,,199598.jpg,0.0,0,0,Ampadu,0.0,False,None,u,6,8,0.0,611,238,0,1370,0,8099,0,0.0,0.0,Ampadu,0
4,1,163,100,0,6,209046,None,,0,0,-2,2,326.9,128,85,None,,0,3,0.0,0.0,0,Callum,0.0,8,1,82.7,206,104,140,False,175.4,335,136,958,,2022-03-11T18:30:13.374201Z,53,0,0,None,0,,209046.jpg,3.3,0,0,Hudson-Odoi,0.2,False,None,a,6,8,326.0,136,75,49,164455,0,170356,0,0.0,9.2,Hudson-Odoi,1
4,5,271,100,100,10,219847,None,,0,0,-6,6,329.5,125,84,None,,1,3,2.8,3.7,7,Kai,2.7,18,8,171.9,51,35,141,False,461.2,143,54,1802,,2022-05-14T22:30:11.791133Z,79,0,0,3,0,,219847.jpg,3.9,0,0,Havertz,5.8,False,None,a,6,8,939.0,23,15,112,1767599,0,2224577,0,0.3,14.2,Havertz,3
9,26,573,100,100,7,225796,4,,0,0,10,-10,733.4,18,5,3,,5,2,5.0,9.7,7,Reece,8.7,22,5,178.0,45,5,142,False,605.2,79,28,1863,,2022-03-09T14:00:12.654443Z,65,1,0,None,0,,225796.jpg,5.4,1,0,James,19.1,False,None,a,6,8,440.0,101,10,141,5506522,0,4598122,0,1.3,21.7,James,4
0,3,573,100,100,14,228286,None,,0,0,1,-1,0.0,731,82,None,,0,1,4.3,4.3,2,Edouard,3.3,31,0,58.2,279,17,143,False,585.8,90,17,3060,,2022-01-01T17:00:18.799751Z,61,0,0,None,0,,228286.jpg,3.8,0,73,Mendy,11.4,False,None,a,6,8,0.0,731,82,130,1622939,0,1775936,0,0.5,21.3,Mendy,3
0,4,141,None,None,4,204727,None,,0,0,-1,1,60.4,339,114,None,,0,2,1.2,1.3,1,Malang,0.3,7,0,17.9,406,150,501,False,118.4,377,147,544,,None,49,0,0,None,0,,204727.jpg,3.8,0,0,Sarr,0.2,False,None,a,6,8,1.0,462,175,30,23131,0,21753,0,0.1,6.1,Sarr,2
1,11,396,100,100,9,180736,None,,0,0,-3,3,105.8,286,84,None,,3,2,3.7,4.0,0,Trevoh,3.0,9,3,66.1,260,85,527,False,405.8,177,75,1447,,2022-01-06T12:00:17.462125Z,47,0,0,None,0,,180736.jpg,5.0,0,0,Chalobah,2.4,False,None,a,6,8,151.0,244,65,99,965891,0,911068,0,0.6,21.1,Chalobah,2
1,12,310,100,100,7,66749,None,,0,0,-1,1,303.3,136,19,None,,2,4,4.7,3.3,0,Romelu,2.3,14,8,137.2,80,20,529,False,367.0,199,21,1583,,2022-04-08T15:30:12.399361Z,114,0,0,None,0,,66749.jpg,3.3,0,0,Lukaku,7.7,False,None,a,6,8,704.0,48,20,87,4049347,0,4443263,0,0.2,7.6,Lukaku,1
0,0,3,0,0,0,109533,None,,0,0,0,0,0.1,495,183,None,,0,2,0.0,0.0,0,Emerson,0.0,0,0,0.2,516,184,539,False,0.0,623,239,4,Joined Lyon on a season-long loan - Expected back 01 Jul,2021-08-19T19:00:10.789926Z,45,0,0,None,0,,109533.jpg,1.0,0,0,Palmieri dos Santos,0.0,False,None,u,6,8,2.0,453,173,1,868,0,2241,0,0.0,0.2,Emerson,0
1,0,68,None,None,1,89335,None,,0,0,-6,6,66.0,329,173,None,,0,3,1.2,1.7,2,Saúl,0.7,6,0,21.5,399,178,592,False,89.6,397,167,478,,None,49,0,0,None,0,,89335.jpg,1.6,0,0,Ñíguez,0.1,False,None,a,6,8,60.0,346,175,16,40477,0,40451,0,0.1,3.3,Saúl,1
0,0,0,None,None,0,122074,None,,0,0,0,0,0.0,529,35,None,,0,1,1.0,1.0,0,Marcus,0.0,0,0,0.0,547,56,606,False,0.0,542,56,0,,None,40,0,0,None,0,,122074.jpg,0.0,0,0,Bettinelli,0.0,False,None,a,6,8,0.0,496,20,0,6773,0,5370,0,0.0,0.0,Bettinelli,0
0,0,0,None,None,0,487838,None,,0,0,0,0,0.0,676,276,None,,0,3,1.0,1.0,0,Lewis,0.0,0,0,0.0,679,274,671,False,0.0,678,273,0,,None,45,0,0,None,0,,487838.jpg,0.0,0,0,Hall,0.0,False,None,a,6,8,0.0,663,275,0,524,0,363,0,0.0,0.0,Hall,0
0,0,0,None,None,0,491785,None,,0,0,0,0,0.0,680,278,None,,0,3,1.0,1.0,0,Harvey,0.0,0,0,0.0,682,276,672,False,0.0,682,276,0,,None,45,0,0,None,0,,491785.jpg,0.0,0,0,Vale,0.0,False,None,a,6,8,0.0,667,277,0,624,0,381,0,0.0,0.0,Vale,0
1,0,19,None,None,0,167767,None,,0,0,0,0,25.0,397,142,None,,0,2,1.0,2.3,4,Robert Kenedy,1.3,0,0,8.0,446,160,690,False,30.6,451,168,58,,None,45,0,0,None,0,,167767.jpg,4.0,0,0,Nunes do Nascimento,0.0,False,None,a,6,8,24.0,393,147,4,1089,0,764,0,0.3,0.9,Kenedy,0
6,16,469,100,100,11,232787,3,,0,0,5,-5,635.9,34,25,1,,4,3,1.5,1.2,3,Conor,1.7,38,8,197.9,34,21,144,False,673.8,59,23,2843,,2022-02-12T18:30:10.889226Z,60,0,0,None,0,,232787.jpg,4.1,0,0,Gallagher,11.2,False,None,a,7,31,672.0,52,30,140,4656284,0,3852922,0,0.3,23.3,Gallagher,10
0,11,567,100,100,11,40836,None,,0,0,1,-1,0.0,696,75,None,,1,1,1.3,2.8,10,Vicente,3.3,33,0,61.4,266,14,146,False,614.6,73,14,2655,,2022-05-09T08:00:12.823891Z,46,0,0,None,0,,40836.jpg,4.0,0,83,Guaita,5.6,False,None,a,7,31,0.0,684,67,119,923128,0,875081,0,0.7,25.9,Guaita,2
0,2,97,100,25,0,49413,None,,0,0,-2,2,22.0,404,146,None,,1,2,-0.1,-0.1,0,James,0.0,11,1,25.1,388,139,147,False,140.4,362,142,545,,2022-05-18T14:00:11.892962Z,43,0,0,None,0,,49413.jpg,2.1,0,0,Tomkins,0.1,False,None,a,7,31,88.0,316,102,17,20816,0,25185,0,0.0,4.0,Tomkins,2
4,5,288,100,25,5,50471,None,,0,0,-2,2,256.6,164,103,None,,0,3,0.2,-0.1,1,James,0.3,15,0,70.0,248,116,148,False,324.2,226,91,1434,,2022-05-13T16:00:12.014049Z,43,0,0,None,0,,50471.jpg,2.6,0,0,McArthur,1.1,False,None,a,7,31,120.0,280,145,54,567449,0,536483,0,0.1,12.6,McArthur,4
1,6,173,None,None,4,54861,None,,0,0,-6,6,176.7,218,32,None,,1,4,0.1,0.2,0,Christian,0.7,20,4,94.3,178,31,149,False,250.2,279,35,1132,,None,59,0,0,None,0,,54861.jpg,2.3,0,0,Benteke,1.2,False,None,a,7,31,523.0,73,30,58,504738,0,547559,0,0.1,9.8,Benteke,3
1,5,395,100,100,8,55037,None,,0,0,0,0,85.8,303,94,None,,0,2,-0.3,0.2,1,Cheikhou,0.7,28,0,44.3,322,111,150,False,315.0,236,90,1970,,2022-01-01T17:00:18.824065Z,45,0,0,None,0,,55037.jpg,2.9,0,0,Kouyaté,0.6,False,None,a,7,31,41.0,372,137,77,103114,0,108826,0,0.2,17.1,Kouyaté,3
0,0,0,None,None,0,58786,None,,0,0,-2,2,0.0,498,184,None,,0,2,-0.5,-0.5,0,Martin,0.0,0,0,0.0,522,185,151,False,0.0,517,185,0,,None,38,0,0,None,0,,58786.jpg,0.0,0,0,Kelly,2.5,False,None,a,7,31,0.0,464,176,0,283012,0,169775,0,0.0,0.0,Kelly,0
0,0,118,100,100,1,66975,None,,0,0,-3,3,196.6,201,122,2,,0,3,0.1,0.5,0,Luka,1.0,16,0,32.3,355,159,152,False,88.6,400,169,767,,2022-04-19T23:00:10.796113Z,52,1,0,2,0,,66975.jpg,1.3,0,0,Milivojevic,0.0,False,None,a,7,31,38.0,380,185,19,3745,0,10512,0,0.2,3.7,Milivojevic,1
4,3,281,100,100,9,80146,None,,0,0,-2,2,361.3,114,17,4,,0,4,1.3,1.2,0,Jordan,1.7,31,3,120.1,109,24,153,False,349.2,211,23,2012,,2022-01-01T17:00:18.836063Z,58,0,0,None,0,,80146.jpg,2.5,0,0,Ayew,1.0,False,None,a,7,31,491.0,82,33,77,374485,0,362841,0,0.3,13.3,Ayew,2
2,11,422,100,100,11,82403,None,,0,0,-1,1,660.5,30,21,None,,2,3,4.7,4.5,9,Wilfried,5.0,34,14,243.8,19,14,154,False,777.2,28,11,2759,,2022-03-30T09:00:10.003931Z,69,0,2,1,0,,82403.jpg,4.5,1,0,Zaha,8.5,False,None,a,7,31,1001.0,17,9,150,1716571,0,1569368,0,0.7,21.7,Zaha,4
2,2,297,100,100,8,86417,None,,0,0,-1,1,249.8,165,104,None,,1,3,1.9,3.2,3,Jeffrey,3.7,19,4,114.9,123,74,155,False,412.0,172,64,1840,,2021-09-10T13:30:16.079290Z,54,0,0,None,0,,86417.jpg,2.7,0,0,Schlupp,0.1,False,None,a,7,31,486.0,83,45,86,14062,0,14874,0,0.7,15.9,Schlupp,1
0,3,132,None,None,1,105666,None,,0,0,-1,1,0.0,598,63,None,,1,1,1.7,1.2,0,Jack,1.7,13,0,15.7,413,26,156,False,155.0,356,26,765,,None,44,0,0,None,1,,105666.jpg,3.3,0,17,Butland,0.4,False,None,a,7,31,0.0,573,51,30,153287,0,159107,0,0.4,6.8,Butland,0
0,0,16,None,None,0,173954,None,,0,0,-3,3,27.5,394,198,None,,0,3,-0.5,-0.5,0,Jairo,0.0,5,0,4.0,465,206,157,False,11.2,480,206,116,,None,47,0,0,None,0,,173954.jpg,1.3,0,0,Riedewald,0.0,False,None,a,7,31,2.0,458,220,4,2519,0,4531,0,0.0,0.9,Riedewald,0
0,0,0,None,None,0,185478,None,,0,0,-3,3,0.0,587,234,None,,0,2,-0.5,-0.5,0,Jarosław,0.0,0,0,0.0,602,234,158,False,0.0,597,234,0,,None,42,0,0,None,0,,185478.jpg,0.0,0,0,Jach,0.0,False,None,a,7,31,0.0,557,229,0,1253,0,3704,0,0.0,0.0,Jach,0
1,6,182,None,None,5,231747,None,,0,0,-2,2,112.8,279,43,None,,0,4,2.3,2.8,0,Jean-Philippe,3.3,14,5,93.4,180,32,159,False,253.6,273,34,1138,,None,53,0,0,None,0,,231747.jpg,2.8,0,0,Mateta,2.7,False,None,a,7,31,568.0,65,29,61,462031,0,229762,0,0.6,11.5,Mateta,2
1,2,125,100,100,3,232413,1,,0,0,-1,1,175.3,221,131,None,,0,3,3.9,2.2,1,Eberechi,2.7,8,1,43.2,323,145,160,False,120.0,376,158,599,,2021-06-22T11:30:10.551607Z,59,0,0,None,0,,232413.jpg,2.4,0,0,Eze,0.1,False,None,a,7,31,135.0,262,135,31,134473,0,127765,0,0.5,5.3,Eze,1
0,0,3,100,0,0,232423,None,,0,0,0,0,0.0,643,241,None,,0,2,0.0,0.0,0,Nathan,0.0,0,0,0.0,649,241,161,False,0.2,516,184,8,,2022-02-08T17:00:15.212446Z,45,0,0,None,0,,232423.jpg,1.0,0,0,Ferguson,0.0,False,None,a,7,31,0.0,630,240,1,1502,0,1579,0,0.0,0.2,Ferguson,0
2,6,561,100,100,10,244723,4,,0,0,0,0,380.5,106,18,None,,1,2,0.3,2.5,6,Tyrick,3.0,43,0,111.1,129,27,162,False,619.2,70,25,3101,,2022-04-25T23:30:13.351656Z,45,0,0,None,0,,244723.jpg,3.0,0,0,Mitchell,1.4,False,None,a,7,31,111.0,291,88,109,326055,0,262305,0,0.7,24.2,Mitchell,1
2,2,164,100,75,4,108413,5,,0,0,-3,3,143.0,245,141,None,,0,3,0.1,0.1,2,Will,0.7,16,0,36.3,342,150,386,False,159.0,352,144,1050,,2022-05-21T13:30:11.485126Z,47,0,0,None,0,,108413.jpg,2.1,0,0,Hughes,0.1,False,None,a,7,31,60.0,345,174,34,14877,0,16697,0,0.1,7.2,Hughes,6
