assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
1,1,189,100,0,3,244560,None,,0,0,-2,2,152.7,238,63,None,,0,2,0.0,0.0,0,Romain,0.0,33,0,52.4,303,103,460,False,195.2,315,124,1621,,2022-05-17T23:00:12.319150Z,48,0,0,None,0,,244560.jpg,1.9,0,0,Perraud,0.1,False,None,a,16,20,178.0,231,60,38,14372,0,18983,0,0.0,7.9,Perraud,3
2,7,440,0,0,7,441191,None,,0,0,2,-2,327.4,126,24,None,,0,2,0.0,0.0,0,Tino,0.0,42,1,98.8,164,41,491,False,437.2,153,61,2200,Knee injury - Expected back 01 Jan,2022-04-25T07:30:12.840803Z,42,0,0,None,0,,441191.jpg,2.9,0,0,Livramento,6.6,False,None,i,16,20,221.0,193,42,80,2847356,0,2526604,0,0.0,19.0,Livramento,2
3,6,243,100,100,8,96787,None,,0,0,-1,1,373.0,109,76,None,,0,3,1.0,2.0,2,Mohamed,2.0,35,4,148.4,68,43,517,False,393.4,184,69,2039,,2022-03-03T12:30:10.591063Z,54,0,0,None,0,,96787.jpg,3.0,0,0,Elyounoussi,0.2,False,None,a,16,20,719.0,47,27,90,68854,0,61999,0,0.4,16.7,Elyounoussi,4
2,11,234,100,100,5,440323,None,,0,0,3,-3,159.2,234,37,None,,1,4,1.5,1.0,0,Armando,1.0,37,6,115.6,122,26,518,False,280.2,258,31,1969,,2022-04-02T14:30:13.091157Z,53,0,0,None,0,,440323.jpg,2.9,0,0,Broja,7.9,False,None,a,16,20,720.0,46,19,92,2475672,0,1840563,0,0.2,17.4,Broja,2
0,0,48,100,100,0,20452,None,,0,0,-1,1,29.5,391,52,None,,0,4,1.0,0.5,1,Shane,0.5,5,1,25.7,384,52,519,False,57.8,421,51,300,,2022-04-07T13:30:15.059092Z,54,0,0,None,0,,20452.jpg,1.5,0,0,Long,0.2,False,None,a,16,20,171.0,237,51,19,35247,0,42765,0,0.1,3.5,Long,1
3,3,150,100,100,4,155511,None,,0,0,-3,3,180.2,214,31,None,,1,4,0.5,1.0,2,Adam,1.0,31,2,92.7,183,34,525,False,179.2,329,41,1409,,2021-12-11T18:00:19.746379Z,57,0,0,None,0,,155511.jpg,2.5,0,0,Armstrong,1.4,False,None,a,16,20,575.0,64,28,57,856507,0,891454,0,0.2,10.0,A.Armstrong,1
0,0,62,None,None,1,213482,None,,0,0,-1,1,20.4,407,149,None,,0,2,0.0,0.0,0,Yan,0.0,7,0,9.3,435,159,546,False,70.8,415,158,369,,None,39,0,0,None,0,,213482.jpg,1.8,0,0,Valery,0.8,False,None,a,16,20,2.0,446,169,9,108005,0,67154,0,0.0,2.3,Valery,0
0,1,155,100,100,1,212721,None,,0,0,-1,1,35.6,375,136,None,,0,2,0.2,0.5,0,Lyanco Evangelista,0.5,20,0,29.6,368,129,567,False,202.8,310,119,906,,2022-02-05T20:30:17.589464Z,44,0,0,None,0,,212721.jpg,1.3,0,0,Silveira Neves Vojnovic,0.0,False,None,a,16,20,58.0,349,120,19,2289,0,2550,0,0.1,4.3,Lyanco,2
0,0,0,None,None,0,198044,None,,0,0,-1,1,0.0,510,25,None,,0,1,0.0,0.0,0,Harry,0.0,0,0,0.0,532,50,637,False,0.0,527,50,0,,None,39,0,0,None,0,,198044.jpg,0.0,0,0,Lewis,0.9,False,None,a,16,20,0.0,476,10,0,107598,0,33260,0,0.0,0.0,Lewis,0
0,0,23,None,None,0,20310,None,,0,0,-3,3,0.0,585,53,None,,0,1,0.0,0.0,0,Willy,0.0,5,0,5.4,458,32,641,False,53.2,424,32,180,,None,42,0,0,None,0,,20310.jpg,1.0,0,6,Caballero,0.0,False,None,a,16,20,0.0,554,39,2,10597,0,8615,0,0.0,0.5,Caballero,1
0,0,0,0,0,0,248853,None,,0,0,0,0,0.0,547,205,None,,0,2,0.0,0.0,0,Dynel,0.0,0,0,0.0,564,206,665,False,0.0,559,206,0,Joined Carlisle on loan until the end of the season - Expected back 01 Jul,2022-01-25T23:30:21.196483Z,40,0,0,None,0,,248853.jpg,0.0,0,0,Simeu,0.0,False,None,u,16,20,0.0,514,198,0,263,0,292,0,0.0,0.0,Simeu,0
0,0,0,100,100,0,491551,None,,0,0,0,0,0.0,571,224,None,,0,2,0.0,0.0,0,Thierry,0.0,0,0,0.0,587,224,667,False,0.0,582,224,0,,2022-01-08T09:30:14.087883Z,40,0,0,None,0,,491551.jpg,0.0,0,0,Small,0.0,False,None,a,16,20,0.0,539,218,0,111542,0,108902,0,0.0,0.0,Small,0
0,0,0,None,None,0,445896,None,,0,0,0,0,0.0,659,264,None,,0,3,0.0,0.0,0,Kgaogelo,0.0,0,0,0.0,664,263,680,False,0.0,662,262,0,,None,45,0,0,None,0,,445896.jpg,0.0,0,0,Chauke,0.0,False,None,a,16,20,0.0,647,263,0,717,0,573,0,0.0,0.0,Chauke,0
0,0,0,None,None,0,496661,None,,0,0,0,0,0.0,685,283,None,,0,3,0.0,0.0,0,Tyler,0.0,0,0,0.0,688,282,731,False,0.0,688,282,0,,None,45,0,0,None,0,,496661.jpg,0.0,0,0,Dibling,0.0,False,None,a,16,20,0.0,673,283,0,85,0,13,0,0.0,0.0,Dibling,0
0,0,0,0,0,0,15749,None,,0,0,0,0,0.0,613,65,None,,0,1,0.0,0.0,0,Joe,0.0,0,0,0.0,623,77,352,False,0.0,619,77,0,Transferred to Celtic,2021-08-04T08:23:39.667120Z,45,0,0,None,0,,15749.jpg,0.0,0,0,Hart,0.0,False,None,u,17,6,0.0,593,54,0,0,0,1745,0,0.0,0.0,Hart,0
0,11,703,None,None,16,37915,None,,0,0,0,0,23.0,402,5,None,,3,1,5.6,7.3,6,Hugo,6.3,40,0,76.9,224,10,353,False,746.2,36,11,3420,,None,55,0,0,None,0,,37915.jpg,4.2,0,97,Lloris,8.5,False,None,a,17,6,0.0,720,79,158,1347692,0,1155816,0,1.1,28.7,Lloris,2
0,0,0,0,0,0,55605,None,,0,0,0,0,0.0,708,247,None,,0,2,0.0,0.0,0,Toby,0.0,0,0,0.0,707,247,355,False,0.0,707,247,0,Transferred to Al-Duhail SC,2021-07-27T14:30:07.238332Z,50,0,0,None,0,,55605.jpg,0.0,0,0,Alderweireld,0.0,False,None,u,17,6,0.0,700,247,0,0,0,2296,0,0.0,0.0,Alderweireld,0
0,0,0,0,0,0,62974,None,,0,0,0,0,0.0,729,306,None,,0,3,0.0,0.0,0,Erik,0.0,0,0,0.0,731,306,356,False,0.0,731,306,0,Transferred to Sevilla,2021-07-27T08:24:25.288357Z,60,0,0,None,0,,62974.jpg,0.0,0,0,Lamela,0.0,False,None,u,17,6,0.0,728,306,0,0,0,394,0,0.0,0.0,Lamela,0
11,23,684,100,100,14,78830,None,,0,0,0,0,674.0,26,1,1,,7,4,7.0,11.0,10,Harry,10.0,40,17,350.4,3,1,357,True,1036.4,5,1,3231,,2021-08-13T14:30:15.738576Z,125,0,0,1,0,,78830.jpg,5.2,0,0,Kane,23.4,False,None,a,17,6,1798.0,2,1,192,4493587,0,3536480,0,0.8,15.4,Kane,5
0,0,0,0,0,0,80226,None,,0,0,-1,1,0.0,702,246,None,,0,2,0.0,0.0,0,Serge,0.0,0,0,0.0,702,246,358,False,0.0,702,246,0,Left the club by mutual consent,2021-08-31T22:00:09.650513Z,49,0,0,None,0,,80226.jpg,0.0,0,0,Aurier,0.2,False,None,u,17,6,0.0,691,245,0,7608,0,47828,0,0.0,0.0,Aurier,0
10,27,819,100,100,18,85971,1,,0,0,12,-12,1051.5,6,5,3,,8,3,10.0,10.3,12,Heung-Min,9.3,30,23,355.4,2,2,359,True,1201.8,2,2,3009,,2022-01-07T15:30:17.429862Z,112,0,0,3,0,,85971.jpg,7.4,0,0,Son,35.6,False,None,a,17,6,1296.0,9,5,258,7099486,0,5720170,0,0.8,23.0,Son,2
5,8,255,100,0,3,87835,None,,0,0,-5,5,224.4,186,45,None,,2,2,0.0,0.0,0,Matt,0.0,11,2,79.6,217,61,360,False,279.6,259,97,871,,2022-04-09T21:30:16.787155Z,45,0,0,None,0,,87835.jpg,4.5,0,0,Doherty,0.8,False,None,a,17,6,291.0,155,24,67,925647,0,926500,0,0.0,14.9,Doherty,0
1,7,680,100,100,16,93264,None,,0,0,2,-2,117.1,275,81,2,,0,2,5.6,7.3,6,Eric,6.3,30,0,104.0,145,32,361,False,727.4,41,11,3071,,2022-02-06T11:00:18.380827Z,47,1,0,None,0,,93264.jpg,3.8,0,0,Dier,6.5,False,None,a,17,6,195.0,218,52,132,1598682,0,1288484,0,1.3,28.1,Dier,1
6,4,324,100,100,8,95715,None,,0,0,-6,6,490.0,69,52,None,,1,3,2.0,3.3,4,Lucas,2.3,21,2,131.1,91,55,362,False,390.8,187,71,1763,,2022-02-26T22:00:11.904003Z,59,0,0,None,0,,95715.jpg,2.6,0,0,Rodrigues Moura da Silva,1.3,False,None,a,17,6,431.0,106,59,87,970540,0,963370,0,0.4,14.7,Lucas Moura,4
2,3,490,100,100,12,115556,None,,0,0,0,0,203.5,196,47,None,,1,2,4.8,6.7,6,Ben,5.7,30,1,96.2,171,43,364,False,501.4,125,47,2537,,2022-03-28T10:00:13.273038Z,45,0,0,None,0,,115556.jpg,3.6,0,0,Davies,3.1,False,None,a,17,6,254.0,177,32,105,521494,0,279419,0,1.3,23.3,Davies,6
3,6,616,None,None,16,132015,None,,0,0,-2,2,439.2,83,60,4,,2,3,3.6,4.0,3,Pierre-Emile,3.0,34,2,147.9,70,45,365,False,716.0,47,19,3196,,None,48,0,0,None,0,,132015.jpg,3.0,0,0,Højbjerg,2.6,False,None,a,17,6,323.0,138,77,109,673058,0,709395,0,0.6,22.7,Højbjerg,3
2,1,175,None,None,1,157668,2,,0,0,-1,1,198.6,199,121,None,,0,3,1.4,1.3,1,Harry,0.3,15,0,38.8,332,147,366,False,168.6,340,138,904,,None,44,0,0,None,0,,157668.jpg,1.7,0,0,Winks,1.0,False,None,a,17,6,20.0,401,197,33,164381,0,191013,0,0.1,7.5,Winks,2
1,8,417,100,100,10,173904,None,,0,0,-3,3,94.3,298,91,None,,3,2,5.0,9.0,6,Davinson,8.0,16,2,70.2,247,79,367,False,421.4,166,68,1626,,2021-10-13T23:00:13.066676Z,42,0,0,None,0,,173904.jpg,4.0,0,0,Sánchez,2.0,False,None,a,17,6,186.0,224,55,93,586266,0,522709,0,1.9,22.1,Sánchez,4
3,3,231,100,100,6,184349,None,,0,0,-1,1,204.9,195,46,None,,0,2,6.4,7.7,6,Ryan,6.7,11,0,51.3,306,105,368,False,171.0,339,135,1046,,2022-03-07T23:30:11.841372Z,44,0,0,None,0,,184349.jpg,3.7,0,0,Sessegnon,2.1,False,None,a,17,6,137.0,259,74,56,210988,0,30187,0,1.5,12.7,Sessegnon,2
2,3,138,100,100,3,194252,None,,0,0,-1,1,111.6,281,155,None,,1,3,1.6,1.7,1,Steven,0.7,6,3,55.1,289,129,369,False,164.8,346,140,548,,2021-12-29T00:30:20.169192Z,59,0,0,None,0,,194252.jpg,2.2,0,0,Bergwijn,0.4,False,None,a,17,6,275.0,167,94,55,154267,0,175468,0,0.1,9.3,Bergwijn,1
4,9,438,100,0,9,199249,3,,0,0,0,0,459.9,76,11,None,,2,2,0.0,0.0,0,Sergio,0.0,25,2,129.3,95,17,370,False,468.8,139,53,1914,,2022-04-29T14:00:14.494104Z,50,0,0,None,0,,199249.jpg,4.2,0,0,Reguilón,7.2,False,None,a,17,6,362.0,125,14,104,3340792,0,3182553,0,0.0,20.8,Reguilón,4
0,0,133,100,0,5,199584,None,,0,0,-3,3,48.1,358,127,None,,0,2,0.0,0.0,0,Japhet,0.0,11,0,27.5,376,132,371,False,118.0,378,148,735,,2022-02-04T15:00:15.497126Z,42,0,0,None,0,,199584.jpg,2.6,1,0,Tanganga,0.8,False,None,a,17,6,108.0,296,92,29,404744,0,419630,0,0.0,6.9,Tanganga,2
0,0,41,0,0,0,200826,None,,0,0,-1,1,77.6,315,169,5,,0,3,0.0,0.0,0,Giovani,0.0,5,0,16.8,409,181,372,False,33.4,448,195,231,Joined Villarreal on loan until the end of the season - Expected back 01 Jul,2022-01-31T18:30:14.249794Z,59,0,0,None,0,,200826.jpg,1.2,0,0,Lo Celso,0.1,False,None,u,17,6,59.0,348,176,11,7998,0,18414,0,0.0,1.9,Lo Celso,0
0,0,180,100,0,8,209042,None,,0,0,-1,1,151.5,240,138,None,,0,3,0.0,0.0,0,Oliver,0.0,13,0,37.4,338,149,373,False,183.8,327,134,1346,,2022-02-04T15:00:15.514968Z,44,0,0,None,0,,209042.jpg,1.9,0,0,Skipp,0.6,False,None,a,17,6,39.0,378,184,34,307650,0,311150,0,0.0,7.7,Skipp,6
0,0,17,100,100,0,214225,None,,0,0,-3,3,0.7,477,178,None,,0,2,1.4,1.7,0,Joe,0.7,3,0,2.0,488,179,374,False,19.6,468,175,87,,2021-08-20T15:30:14.158380Z,42,0,0,None,0,,214225.jpg,1.0,0,0,Rodon,0.1,False,None,a,17,6,0.0,559,231,3,4150,0,10478,0,0.2,0.7,Rodon,0
1,0,85,0,0,0,231372,None,,0,0,-3,3,83.1,309,167,None,,0,3,0.0,0.0,0,Tanguy,0.0,11,1,30.4,365,164,375,False,99.8,389,163,481,Joined Lyon on loan until the end of the season - Expected back 01 Jul,2022-01-31T16:00:15.366683Z,57,0,0,None,0,,231372.jpg,2.4,0,0,Ndombele,0.2,False,None,u,17,6,122.0,275,144,22,28911,0,46409,0,0.0,3.9,Ndombele,1
0,0,0,None,None,0,156683,None,,0,0,-3,3,0.0,586,54,None,,0,1,1.0,1.0,0,Pierluigi,0.0,0,0,0.0,601,73,486,False,0.0,596,73,0,,None,42,0,0,None,0,,156683.jpg,0.0,0,0,Gollini,0.2,False,None,a,17,6,0.0,556,40,0,8428,0,19626,0,0.0,0.0,Gollini,0
0,0,32,0,0,0,436234,None,,0,0,-3,3,37.3,373,186,None,,0,3,0.0,0.0,0,Bryan,0.0,1,0,8.5,444,200,487,False,22.8,461,197,86,Joined Valencia on loan until the end of the season - Expected back 01 Jul,2022-01-31T18:00:10.771649Z,57,0,0,None,0,,436234.jpg,1.0,0,0,Gil Salvatierra,0.1,False,None,u,17,6,25.0,391,191,9,5361,0,13734,0,0.0,1.6,Bryan,0
0,10,385,100,0,5,221632,None,,0,0,-2,2,98.9,291,88,None,,2,2,0.0,0.0,0,Cristian,0.0,25,1,69.9,250,81,494,False,498.8,126,48,1844,,2022-05-12T22:00:13.199972Z,48,0,0,None,0,,221632.jpg,2.9,0,0,Romero,0.7,False,None,a,17,6,102.0,302,95,63,142185,0,124136,0,0.0,13.1,Romero,8
0,0,4,100,100,0,490145,None,,0,0,0,0,0.0,677,83,None,,0,4,1.0,1.0,0,Dane,0.0,0,0,0.1,521,68,520,False,1.0,513,64,3,,2021-11-24T14:00:13.081386Z,45,0,0,None,0,,490145.jpg,1.0,0,0,Scarlett,2.3,False,None,a,17,6,0.0,664,80,1,507282,0,498516,0,0.0,0.2,Scarlett,0
1,8,489,100,100,10,241157,None,,0,0,-4,4,448.9,82,13,None,,1,2,5.8,7.0,6,Emerson Aparecido,6.0,26,1,121.1,106,19,588,False,463.0,142,56,2282,,2022-02-20T00:30:15.510082Z,46,0,0,None,0,,241157.jpg,3.3,0,0,Leite de Souza Junior,2.5,False,None,a,17,6,298.0,152,23,102,548967,0,335375,0,1.3,22.2,Emerson Royal,5
0,0,0,0,0,0,232456,None,,0,0,0,0,0.0,644,256,None,,0,3,0.0,0.0,0,Dilan,0.0,0,0,0.0,650,255,597,False,0.0,647,254,0,Transferred to Blackburn Rovers,2022-01-19T09:45:18.611077Z,45,0,0,None,0,,232456.jpg,0.0,0,0,Markanday,0.0,False,None,u,17,6,0.0,631,254,0,1479,0,1570,0,0.0,0.0,Markanday,0
0,0,0,None,None,0,209418,None,,0,0,-1,1,0.0,511,187,None,,0,2,1.0,1.0,0,Tobi,0.0,0,0,0.0,533,188,598,False,0.0,528,188,0,,None,39,0,0,None,0,,209418.jpg,0.0,0,0,Omole,0.1,False,None,a,17,6,0.0,477,179,0,14448,0,10657,0,0.0,0.0,Omole,0
0,0,0,None,None,0,214572,None,,0,0,0,0,0.0,534,38,None,,0,1,1.0,1.0,0,Brandon,0.0,0,0,0.0,551,58,659,False,0.0,546,58,0,,None,40,0,0,None,0,,214572.jpg,0.0,0,0,Austin,0.0,False,None,a,17,6,0.0,501,23,0,3290,0,2033,0,0.0,0.0,Austin,0
0,0,0,None,None,0,448791,None,,0,0,-1,1,0.0,605,236,None,,0,3,1.0,1.0,0,Harvey,0.0,0,0,0.0,615,235,668,False,0.0,611,233,0,,None,44,0,0,None,0,,448791.jpg,0.0,0,0,White,0.0,False,None,a,17,6,0.0,584,233,0,22884,0,21761,0,0.0,0.0,White,0
9,8,343,None,None,9,445044,None,,0,0,3,-3,368.7,110,77,None,,1,3,4.2,7.3,16,Dejan,6.3,11,5,123.3,104,63,701,False,425.2,164,62,1259,,None,63,0,0,None,0,,445044.jpg,5.5,0,0,Kulusevski,10.9,False,None,a,17,6,442.0,99,53,99,1776170,0,780053,0,1.0,15.7,Kulusevski,3
4,4,266,100,100,9,202993,None,,0,0,-1,1,244.8,171,108,None,,0,3,4.0,7.7,11,Rodrigo,6.7,12,0,68.9,252,117,702,False,322.8,227,92,1360,,2022-02-24T08:30:15.515475Z,49,0,0,None,0,,202993.jpg,3.1,0,0,Bentancur,0.1,False,None,a,17,6,122.0,272,142,52,20754,0,13422,0,1.4,10.6,Bentancur,5
0,0,0,None,None,0,496179,None,,0,0,0,0,0.0,683,281,None,,0,3,1.0,1.0,0,Alfie,0.0,0,0,0.0,686,280,714,False,0.0,686,280,0,,None,45,0,0,None,0,,496179.jpg,0.0,0,0,Devine,0.0,False,None,a,17,6,0.0,671,281,0,302,0,190,0,0.0,0.0,Devine,0
0,0,0,None,None,0,223337,None,,0,0,0,0,0.0,641,254,None,,0,3,1.0,1.0,0,Jamie,0.0,0,0,0.0,647,253,717,False,0.0,645,252,0,,None,45,0,0,None,0,,223337.jpg,0.0,0,0,Bowden,0.0,False,None,a,17,6,0.0,628,252,0,228,0,111,0,0.0,0.0,Bowden,0
0,0,0,None,None,0,215610,None,,0,0,0,0,0.0,535,198,None,,0,2,1.0,1.0,0,Marcel,0.0,0,0,0.0,552,199,724,False,0.0,547,199,0,,None,40,0,0,None,0,,215610.jpg,0.0,0,0,Lavinier,0.0,False,None,a,17,6,0.0,502,191,0,170,0,77,0,0.0,0.0,Lavinier,0
0,0,0,None,None,0,461201,None,,0,0,0,0,0.0,665,267,None,,0,3,1.0,1.0,0,Matthew,0.0,0,0,0.0,670,266,729,False,0.0,668,265,0,,None,45,0,0,None,0,,461201.jpg,0.0,0,0,Craig,0.0,False,None,a,17,6,0.0,653,266,0,83,0,21,0,0.0,0.0,Craig,0
1,1,408,None,None,4,45268,None,,0,0,-2,2,514.5,62,46,None,,0,3,1.2,1.3,2,Moussa,2.3,73,2,140.6,77,49,354,False,569.6,99,35,3220,,None,43,0,0,None,0,,45268.jpg,2.4,0,0,Sissoko,2.3,False,None,a,18,57,320.0,142,79,85,563218,0,514991,0,0.5,19.8,Sissoko,5
1,9,433,100,100,4,9089,None,,0,0,2,-2,10.0,438,10,None,,3,1,2.4,2.3,0,Ben,3.3,49,0,57.0,280,18,376,False,559.2,107,20,2340,,2021-11-28T22:30:17.621478Z,42,0,0,None,1,,9089.jpg,3.1,0,70,Foster,19.7,False,None,a,18,57,0.0,553,38,81,1417262,0,1779747,0,0.8,19.3,Foster,0
0,0,75,100,0,0,38290,None,,0,0,-3,3,80.5,311,97,None,,0,2,0.0,0.0,0,Danny,0.0,16,0,22.4,396,144,377,False,104.8,385,151,688,,2022-02-04T12:30:20.140040Z,42,0,0,None,0,,38290.jpg,0.9,0,0,Rose,0.2,False,None,a,18,57,39.0,376,139,7,22279,0,61162,0,0.0,1.7,Rose,4
0,0,44,100,100,1,40387,None,,0,0,-3,3,17.3,414,202,None,,0,3,-0.2,2.3,6,Dan,3.3,5,1,10.5,428,190,378,False,48.6,428,183,164,,2022-02-04T12:30:20.159213Z,47,0,0,None,0,,40387.jpg,2.8,0,0,Gosling,0.0,False,None,a,18,57,40.0,373,182,11,2454,0,6405,0,0.7,2.3,Gosling,0
1,1,393,100,100,3,41338,None,,0,0,-3,3,46.4,360,129,None,,0,2,-0.2,-0.7,0,Craig,0.3,55,0,59.3,272,91,379,False,504.6,122,46,2394,,2022-05-05T16:30:17.606760Z,42,0,0,None,0,,41338.jpg,1.6,0,0,Cathcart,0.2,False,None,a,18,57,42.0,371,136,50,69084,0,67073,0,0.1,11.9,Cathcart,3
0,0,5,0,0,0,41725,None,,0,0,-1,1,10.6,435,57,None,,0,4,0.0,0.0,0,Troy,0.0,1,0,2.7,479,59,380,False,2.2,505,62,23,Transferred to Birmingham City,2021-08-31T07:00:13.641481Z,54,0,0,None,0,,41725.jpg,1.0,0,0,Deeney,0.3,False,None,u,18,57,14.0,418,60,2,36912,0,261591,0,0.0,0.4,Deeney,0
2,0,209,100,100,2,43250,None,,0,0,-2,2,313.3,133,87,None,,0,3,-0.4,-0.3,2,Tom,0.7,38,0,68.3,253,118,381,False,227.4,294,123,1611,,2022-05-05T16:30:17.630152Z,48,0,0,None,0,,43250.jpg,1.7,0,0,Cleverley,0.1,False,None,a,18,57,143.0,251,131,48,23642,0,29778,0,0.1,10.0,Cleverley,2
5,1,385,100,100,2,54484,2,,0,0,-2,2,399.2,99,17,None,,0,2,-0.4,-0.7,1,Francisco,0.3,49,0,87.7,198,54,382,False,422.0,165,67,2143,,2022-05-11T23:00:12.134996Z,43,0,0,None,0,,54484.jpg,2.0,0,0,Femenía Far,0.1,False,None,a,18,57,53.0,355,124,53,43842,0,49896,0,0.1,12.3,Femenía,2
0,0,0,0,0,0,73426,None,,0,0,-1,1,0.0,718,91,None,,0,4,0.0,0.0,0,Andre,0.0,0,0,0.0,719,90,383,False,0.0,719,90,0,Joined QPR on a season-long loan - Expected back 01 Jul,2021-08-31T22:30:15.666399Z,54,0,0,None,0,,73426.jpg,0.0,0,0,Gray,0.1,False,None,u,18,57,0.0,715,90,0,5584,0,24346,0,0.0,0.0,Gray,0
0,0,163,100,100,1,85624,None,,0,0,-2,2,27.1,395,141,None,,0,2,0.4,1.3,1,Christian,2.3,30,0,31.7,359,125,384,False,245.2,283,108,1190,,2021-12-14T10:30:12.802182Z,43,0,0,None,0,,85624.jpg,1.3,0,0,Kabasele,0.1,False,None,a,18,57,44.0,367,132,21,4201,0,9825,0,0.5,4.9,Kabasele,0
0,0,0,0,0,0,89085,None,,0,0,0,0,0.0,710,296,None,,0,3,0.0,0.0,0,Nathaniel,0.0,0,0,0.0,710,295,385,False,0.0,710,295,0,Transferred to Fulham,2021-08-12T12:00:08.997086Z,50,0,0,None,0,,89085.jpg,0.0,0,0,Chalobah,0.0,False,None,u,18,57,0.0,703,296,0,183,0,1513,0,0.0,0.0,Chalobah,0
0,0,171,100,100,0,131304,None,,0,0,-2,2,14.1,419,155,None,,0,2,-0.8,-1.0,0,William,0.0,30,0,28.4,371,131,387,False,252.6,276,105,1388,,2022-04-15T13:30:18.588686Z,43,0,0,None,0,,131304.jpg,1.1,0,0,Troost-Ekong,0.1,False,None,a,18,57,17.0,412,154,18,17463,0,23371,0,0.0,4.2,Troost-Ekong,3
0,0,0,0,0,0,140941,None,,0,0,0,0,0.0,622,71,None,,0,4,0.0,0.0,0,Stipe,0.0,0,0,0.0,628,70,388,False,0.0,625,68,0,Transferred to Maccabi Tel Aviv,2021-08-14T18:30:10.219289Z,45,0,0,None,0,,140941.jpg,0.0,0,0,Perica,0.6,False,None,u,18,57,0.0,606,67,0,6250,0,270657,0,0.0,0.0,Perica,0
0,0,196,100,100,0,154506,None,,0,0,-5,5,0.0,531,36,None,,0,1,-1.0,0.0,3,Daniel,1.0,28,0,33.7,350,23,389,False,335.2,220,22,1080,,2021-09-23T13:00:17.628091Z,40,0,0,None,0,,154506.jpg,2.1,0,47,Bachmann,1.3,False,None,a,18,57,0.0,498,21,25,377376,0,443139,0,0.2,6.2,Bachmann,0
1,2,179,100,100,1,155651,None,,0,0,-2,2,120.6,271,79,None,,0,2,0.8,3.0,4,Adam,4.0,26,0,37.2,340,122,390,False,220.0,299,114,1075,,2022-01-01T17:00:19.397281Z,43,0,0,None,0,,155651.jpg,1.7,0,0,Masina,0.1,False,None,a,18,57,31.0,385,143,25,7625,0,14449,0,0.9,5.8,Masina,0
0,0,81,100,100,2,157775,None,,0,0,-3,3,190.2,207,125,None,,0,3,0.2,1.3,2,Ken,2.3,16,0,34.5,347,153,391,False,92.4,395,166,844,,2021-11-05T13:00:12.199821Z,52,0,0,None,0,,157775.jpg,1.4,0,0,Sema,0.0,False,None,a,18,57,63.0,342,171,26,3223,0,6493,0,0.4,5.0,Sema,1
0,0,0,0,0,0,162344,None,,0,0,0,0,0.0,725,303,None,,0,3,0.0,0.0,0,Philip,0.0,0,0,0.0,727,303,392,False,0.0,727,303,0,Joined Nottingham Forest on a season-long loan - Expected back 01 Jul,2021-08-08T12:00:11.230037Z,55,0,0,None,0,,162344.jpg,0.0,0,0,Zinckernagel,0.0,False,None,u,18,57,0.0,724,303,0,0,0,490,0,0.0,0.0,Zinckernagel,0
0,0,0,0,0,0,173514,None,,0,0,0,0,0.0,713,89,None,,0,4,0.0,0.0,0,Isaac,0.0,0,0,0.0,713,87,393,False,0.0,713,87,0,Transferred to Udinese,2021-08-26T17:59:08.709960Z,50,0,0,None,0,,173514.jpg,0.0,0,0,Success Ajayi,0.1,False,None,u,18,57,0.0,706,87,0,5401,0,40840,0,0.0,0.0,Success,0
0,0,0,0,0,0,175353,None,,0,0,0,0,0.0,624,243,None,,0,3,0.0,0.0,0,Ayotomiwa,0.0,0,0,0.0,630,242,394,False,0.0,627,240,0,Joined Reading on a season-long loan - Expected back 01 Jul,2021-08-13T09:00:11.852434Z,45,0,0,None,0,,175353.jpg,0.0,0,0,Dele-Bashiru,0.0,False,None,u,18,57,0.0,608,241,0,0,0,3288,0,0.0,0.0,Dele-Bashiru,0
0,0,5,0,0,0,176296,None,,0,0,-2,2,0.5,484,65,None,,0,4,0.0,0.0,0,Ashley,0.0,0,0,3.0,477,58,395,False,9.0,484,56,28,Season-long loan to New York Red Bulls,2022-03-01T09:12:26.219564Z,48,0,0,None,0,,176296.jpg,1.0,0,0,Fletcher,0.2,False,None,u,18,57,20.0,403,56,3,41060,0,51653,0,0.0,0.6,Fletcher,0
0,0,57,100,100,0,208973,None,,0,0,-2,2,0.5,483,180,None,,0,2,-1.0,-1.0,0,Francisco,0.0,9,0,11.5,426,157,396,False,95.0,392,153,427,,2022-04-15T13:30:18.603083Z,43,1,0,None,0,,208973.jpg,1.0,0,0,Sierralta,0.0,False,None,a,18,57,19.0,407,152,5,4320,0,15578,0,0.0,1.2,Sierralta,0
